100011101010110,101110001001101,111011100100001,110000000111111,100100111101100,011110110010100,101010010111010,001001110011101,110101011010001,010010111001011,010111001111000,000111010100111,001100101110011,111101100001010,011001011100110
001101101001110,100101011110100,010100110101101,011000011010111,011110011101000,110111110000010,000011111011001,110010001011110,110001101100011,101011010101111,011011100110100,111101000011001,000110000110011,101110101000101,101000110111010
100101010101110,100001100110101,000010111011100,100110101100010,101000001011111,001101011110001,101011010010010,001111100001111,011000110100110,110110010000101,111011001101100,010101001010110,111100100011000,010010000111011,110001111001011
011111001101000,011110100010110,010011110110001,001001111100110,000011001011111,100111101000011,011101010001011,101101100111101,111000001110011,000100111111010,010000101001101,110010010101110,101010111011000,110101011010100,001110011100101
110100011110010,000001011011111,011000110101110,111101010000101,001110111000011,100110110010100,010111100110011,110011111001000,101011001100110,001001111110000,100100101101101,111000101010111,101010010111001,101101100011010,011110001011100
000011110101110,011101010100011,111110100100100,101000101101011,110011100010011,100101001110110,001110111010010,001011000111101,010101101111000,010000111110101,100100110011101,110010010111010,111001011001100,010110001001111,100111011100001
011101100100101,111001001001111,010011010110110,101011111100000,110000110101011,001000111010111,101100000111110,100011100011101,000101011111001,111110010010001,010110111001100,100110001100111,011010101111011,001111110001011,110101101010010
001011011001011,000101101111010,010110011110010,011101001010101,110111010001100,111000111011000,000010111111101,100101111100001,101110101000110,101110000111001,011011101100000,110000001101111,110011100010011,101001010110110,011100110101111
111000101010110,011010110110001,101001011011001,010111011010011,001110101011001,010001101101101,101011101100010,001100011100111,100101110110100,110110011101100,011101110001010,110100000111011,001011000111110,111111000000101,100010110001111
111000110101001,000111111110001,010100101010111,001010110110110,111010011000101,001110001101011,100011100001111,101101111000010,010001011101110,001101010011101,011111100100100,011011101011000,100100001111100,111001000110011,110110010011010
110010001010111,100110110011001,000010111111110,111000010111100,110011010101010,100101011110010,001011001111001,010101011001101,101011111000100,110000111100001,011001110010011,111100101001010,010111100110100,001110010100111,100001100101111
100110010010111,001110100111011,110000101010011,110101010101011,011101110010000,111011100001101,001001111100111,111010011100000,000011011011001,100000110111100,100111101100000,010110111001110,010011000110110,101101001011110,010100001110101
011111010010001,011000011111010,000011101110100,001001100011111,101011011000110,110111000101010,111001101100001,110001110011100,100010111011011,101010000111101,110100001010111,010010110100111,101100110110010,000101011101101,011110101001100
011000011100111,100101011001011,110010111101010,010001110111001,111101101100000,001110101111011,101000111011100,001111110001110,010110101001101,111110010010001,101011000101101,100011100010111,000111011110100,011011001011010,110100000111110
